Klasor Adi;Ders Adi;Kurum
059f2ad29732c04932217af6f0290782094cecca-1750869906967;KAMP DERSLERİ - DİL BİLİM 2. DERS “Başarı, umutsuzluğun ortasında bile umudunu kaybetmemektir.”;Kurum Girilecek
5105741dad07b762be6ac6c070a89ad21bc9f47d-1697045482128;Türkçe Konu: ;Kurum Girilecek
f67b4948b1592313c2fb1206ef8b9f23a7902842-1715195872160;ÇOCUK EDEBİYATI TARİHÇESİ-3;Kurum Girilecek
61114133741c453cb0cba6526349bbd67725a354-1710593975447;AYT Kimya Konu: ;Kurum Girilecek
80b76a73d9fdf418aed6e143de1468fe9615c84a-1778514922352;ÖĞRETİCİ METİNLER-2;Kurum Girilecek
a29d695e07bbc4ce646559e8493024c07590ee2a-1696677408507;Coğrafya konu: ;Kurum Girilecek
a7bb88795d338b5aaf53e13882b28f159d978cf6-1738438007138;KONUŞMA BOZUKLUKLARI-3;Kurum Girilecek
dfb704ca01640e7fc6de2cdfecda7b07b97c9dea-1703609529945;SERVETİFÜNUN EDEBİYATI -10;Kurum Girilecek
a7c0ff70cb94c34a4078cb9e400646100eda8c82-1712509523087;Eski Edebiyat Soru Çözümü 2;Kurum Girilecek
0b39fa7964b7e6a1c4d6189b8ce131b2a4f28d79-1705510057802;OKUMA TÜRLERİ;Kurum Girilecek
63f2e14f54fa66ec3aceda1ecb023cfc40028865-1772297968823;TÜMCE BİLİMİ (SÖZ DİZİMİ /SENTAKS) - 3;Kurum Girilecek
059f2ad29732c04932217af6f0290782094cecca-1751305776449;Dil bilgisi-3;Kurum Girilecek
a7bb88795d338b5aaf53e13882b28f159d978cf6-1739551980746;OKUMA UNSURLARI;Kurum Girilecek
aff350086ca6e988981e79a7cbaa22ed9f84bac8-1702795858025;Fizik Konu: ;Kurum Girilecek
2b34ff093a4fe562ccbd4d1dec9defa11fabe2e9-1763833190744;DİNLEME STRATEJİLERİ;Kurum Girilecek
0a9223354733e100c49e16cedee434bb6bd8ebb7-1747324352892;2025 4 Temel Beceri;Kurum Girilecek
d5a49c3ab0991a06073f0f2931a2fc49ad269629-1766684440257;Günümüz Türkçesine Aktarım-4;Kurum Girilecek
3952b1ba6290cff1170a97c1b872549e03a00571-1731686067297;7. Dil bilgisi (Türk Ses Bilgisi-Ses Olayları)-VII;Kurum Girilecek
dc12c9d877c70209ea7d0274e884c99ee397001f-1767116615785;CÜMLE BİLGİSİ (Fiilde Çatı)-6;Kurum Girilecek
4b39fd288dc2700c79d58ee85b39fd914c7ff7ef-1747760144007;SORU ÇÖZÜMÜ-11;Kurum Girilecek
e10db15a982641a8064deeee33162bca11434180-1745595958124;2025 Yeni Türk Edebiyatı 9;Kurum Girilecek
a4fd4b1713088984b359b70cdf42618dd00f6e6e-1689781506969;Eski Türk Dili 2;Kurum Girilecek
31428f79dc23045a5b7f841d72fb9ed20be8ea2f-1705333541828;ARALIK AYI REHBERLİK;Kurum Girilecek
d5a49c3ab0991a06073f0f2931a2fc49ad269629-1771523186116;Klasik Türk Edebiyatında Mesnevi-3;Kurum Girilecek
80b76a73d9fdf418aed6e143de1468fe9615c84a-1770219684715;TANZİMAT EDEBİYATI-3;Kurum Girilecek
059f2ad29732c04932217af6f0290782094cecca-1751302497848;Dil bilgisi-2;Kurum Girilecek
c448cf7c3d21727c59ff7520b1e6d64bb8d26da4-1775058624475;SORU ÇÖZÜMÜ -4 ASIM KARA;Kurum Girilecek
bf32feccd41f20f006d9094efb389a77d9930b2e-1695398362088;Sözel Mantık 2;Kurum Girilecek
403e7c4599e9a25f7617b1b86e974585ad29418a-1716911438787;22) Cümle Bilgisi (Soru Çözümü);Kurum Girilecek
403e7c4599e9a25f7617b1b86e974585ad29418a-1713807969629;6. SÖZCÜK TÜRLERİ (İSİM, ZAMİR, SIFAT, ZARF);Kurum Girilecek
f67b4948b1592313c2fb1206ef8b9f23a7902842-1711218249231;ÇOCUK EDEBİYATININ ÇOCUK GELİŞİMİNE KATKILARI;Kurum Girilecek
2989cbd1040502c55f1f74f8b38fcfc5950fc4d1-1719765901613;6. ders;Kurum Girilecek
bf34a30375919b679162e745b11e71cb60b00db8-1717346819636;şerh 20;Kurum Girilecek
43e0c24a708ac8def75adeaf6b9f65e130d4bdd0-1716825141871;çocuk edebiyatı giriş;Kurum Girilecek
58fee96126fbde0c4f5e3c147df457ad979a56d4-1704304242255;sanatlar;Kurum Girilecek
43e0c24a708ac8def75adeaf6b9f65e130d4bdd0-1719415876279;çocuk edebiyatı son...;Kurum Girilecek
fe534ba2be486200b29eba3998f61d35ede4b765-1732124326641;nazım şekilleri;Kurum Girilecek
be7db5d7f102ac59de518402ed737e1764d71c59-1714380932065;AYT Biyoloji: ;Kurum Girilecek
1eac70a197d619f6707b2eede941d106313d3d89-1711472563125;4 Temel Beceri:;Kurum Girilecek
0b39fa7964b7e6a1c4d6189b8ce131b2a4f28d79-1699116807719;DİNLEME BECERİSİ GELİŞTİRME ÇALIŞMALARI;Kurum Girilecek
f2cbea88fd85117b36715ad29b52afd6488b00e6-1746460540216;anonim halk edeb. türleri;Kurum Girilecek
f67b4948b1592313c2fb1206ef8b9f23a7902842-1715192368421;TÜRKİYE'DE ÇOCUK EDEBİYATI TARİHÇESİ -2;Kurum Girilecek
d39446f272688d5e772f0ac8214efd6620555449-1705161222983;aşıklık gelenekleri;Kurum Girilecek
96799d44ee03757118ca942f4420977e2fa2f2a2-1719589977823;CİHANGİR-3;Kurum Girilecek
59e12101a6e49783a976dd90c60e1bfce5caba53-1751559632046;2025 Yenj Türk Edebiyatı Soru Çözümü Temmuz;Kurum Girilecek
4b39fd288dc2700c79d58ee85b39fd914c7ff7ef-1747158544776;SORU ÇÖZÜMÜ-9;Kurum Girilecek
865258169e3f2530d1dc3de467c82ea9d21317d5-1747930914124;2025 Eski Türk Dili Soru Çözümü;Kurum Girilecek
a10a93728dcccff6ea236b18e07f7e073974abb6-1739979931010;YKS Türkçe: ;Kurum Girilecek
693b1017e1fa22f353d27bc0e76ea689e622f28b-1708968728873;İnkılap Tarihi Konu: ;Kurum Girilecek
4e115b4f2f6895ce8fc92bc882a966a33afede39-1776959858436;Beyit Şerhi-7;Kurum Girilecek
299cbd7fac79e094a9bc3b87c31b8813983b41dd-1745337677180;ÖĞRETİCİ METİNLER-2;Kurum Girilecek
c48c2aa59727778286c90776e64296c45d8d3135-1699196328644;Geometri Konu: ;Kurum Girilecek
dfb704ca01640e7fc6de2cdfecda7b07b97c9dea-1713895164036;CUMHURİYET ROMANI- 5;Kurum Girilecek
35055dac95adb3f6c0c8afe1593ea9f87912dc72-1762106002223;Akımlar 6;Kurum Girilecek
e038e075d85407c30daae9bdb2599ae69efc22d8-1715184058575;AYT Coğrafya: ;Kurum Girilecek
0b39fa7964b7e6a1c4d6189b8ce131b2a4f28d79-1709308148679;SÜREÇ TEMELLİ YAZMA YÖNTEMİ;Kurum Girilecek
58fee96126fbde0c4f5e3c147df457ad979a56d4-1709747651647;şairler yazarlae eserler;Kurum Girilecek
2a7383ab113c8c967ca8933e0bf5e7cf35dc3a50-1700295500562;Biyoloji Konu: ;Kurum Girilecek
f5521fca55abc0b67e1f0007b7fc6a6e971cec54-1690217135420;ESKİ EDEBİYAT GENEL TEKRAR 2;Kurum Girilecek
d39446f272688d5e772f0ac8214efd6620555449-1709830333469;halk edebiyatı kaynakları;Kurum Girilecek
80b76a73d9fdf418aed6e143de1468fe9615c84a-1775323377940;CUMHURİYET ŞİİRİ-14;Kurum Girilecek
d87f3606be0928845c50ac193653cd28e5c540a2-1700760932288;AYT Matematik Konu: ;Kurum Girilecek
2496f5e3863bf6498fe190a2f42a7f3b0738d35e-1712516317070;Halk Edebiyatı Soru Çözümü 1;Kurum Girilecek
80b76a73d9fdf418aed6e143de1468fe9615c84a-1770825304807;TANZİMAT EDEBİYATI-9;Kurum Girilecek
d8efae92930437d6dc5e518ce27807ba7cae2ab1-1699081177095;Biyoloji Konu: ;Kurum Girilecek
c448cf7c3d21727c59ff7520b1e6d64bb8d26da4-1777831750408;SORU ÇÖZÜMÜ-16  ASIM KARA (2025 ÖABT TÜRKÇE SORULARININ ÇÖZÜMÜ);Kurum Girilecek
35055dac95adb3f6c0c8afe1593ea9f87912dc72-1765734766426;Alman 2;Kurum Girilecek
0b39fa7964b7e6a1c4d6189b8ce131b2a4f28d79-1708883189868;YAZMA MODELLERİ;Kurum Girilecek
dc12c9d877c70209ea7d0274e884c99ee397001f-1765900803434;Sözcük türleri (Fiil, ek-fiil, fiilimsi)-12;Kurum Girilecek
13347ce833076d005e33f447a1c0967f7655f614-1746811881956;2025 Coğrafya son ders;Kurum Girilecek
569227d8b1048b533bc9ba0fdd3c7e12e549314e-1722176292041;DÖRT TEMEL BECERİ - 7;Kurum Girilecek
37b6d8ba5f7c78ec653a239970562ed733fb6db4-1707148771227;GYGK Matematik: ;Kurum Girilecek
701ae45c607a83021c7e41d3c433a69fc19956a8-1701791165794;Tarih Konu: (DÜNYA GÜCÜ OSMANLI - YÜKSELME DÖNEMİ);Kurum Girilecek
8797722914e101baa4578694025ea8348a748303-1782582143015;Halk 6;Kurum Girilecek
2d0b34d5d2987a5f28be9c8d16ad29eae5949b76-1747498528813;2025 Eski Türk edebiyatı 2;Kurum Girilecek
c448cf7c3d21727c59ff7520b1e6d64bb8d26da4-1777827343225;SORU ÇÖZÜMÜ-15 ASIM KARA;Kurum Girilecek
0b39fa7964b7e6a1c4d6189b8ce131b2a4f28d79-1699112592658;DİNLEME STRATEJİLERİ - 2;Kurum Girilecek
d5a49c3ab0991a06073f0f2931a2fc49ad269629-1773341034695;Klasik Türk Edebiyatı Tarihi-8;Kurum Girilecek
58fee96126fbde0c4f5e3c147df457ad979a56d4-1708530909621;mazmunlar;Kurum Girilecek
9b02c99906f23e0d8e462feba77af1f1f7420d4c-1745516123964;2025 Osmanlı Tarihi 1;Kurum Girilecek
1982ccc375cd3252877e44a8ac8b67015901736c-1699631823403;Halk Edebiyatı Konu: HALK EDEBİYATINA GİRİŞ;Kurum Girilecek
2a3118bee8adb487c610585b9ef9cfb19b60625b-1699025288086;DİL BİLİM GİRİŞ;Kurum Girilecek
fd5c21dfcef4665bb7e8b67c9d7f92cb619f22e0-1749922673464;YAZMA EĞİTİMİ - 3;Kurum Girilecek
7fd2f948a1f6cecb3e54a9c3e53f5c712948fe53-1747590630007;SORU ÇÖZÜMÜ-8;Kurum Girilecek
31660dea3e5cee03581b6599639f0b2f9e963663-1736265630677;Anayasa: ;Kurum Girilecek
d5a49c3ab0991a06073f0f2931a2fc49ad269629-1774540535376;Klasik Türk Edebiyatı Tarihi-9;Kurum Girilecek
d559f2f4c2da62ae3312e80091ee14e4067274d3-1743701990348;İnkılap Tarihi: ;Kurum Girilecek
f19c49f62266528f8c7b8c2f077c4976355b20ed-1719921588596;2024 Haziran GYGK Osmanlı Tarihi 2;Kurum Girilecek
dfb704ca01640e7fc6de2cdfecda7b07b97c9dea-1706032080064;MİLLİ EDEBİYAT-3;Kurum Girilecek
ff1b50537ae41937aa1162f4bbd8b556acb13759-1697372594811;TYT Coğrafya Konu: ;Kurum Girilecek
9e8a80048b6a033118bf5e966d56256a0ef559bf-1709448681149;AYT Fizik Konu: ;Kurum Girilecek
29772bc5d490407205a7ed062198c006aabed633-1697556526297;TYT Tarih Konu: ;Kurum Girilecek
a7bb88795d338b5aaf53e13882b28f159d978cf6-1747496835792;DİL YAPILARI VE STRATEJİLER;Kurum Girilecek
299cbd7fac79e094a9bc3b87c31b8813983b41dd-1736871045287;MİLLİ EDEBİYAT DÖNEMİ-6;Kurum Girilecek
026ca7669a4b049994edee474625e10ba425622d-1709135984309;Vatandaşlık Konu: ;Kurum Girilecek
8962d4aca62d09ee61e8251dada951432b59491a-1703519289117;Matematik Konu: ;Kurum Girilecek
58fee96126fbde0c4f5e3c147df457ad979a56d4-1700070200461;nazım şekilleri;Kurum Girilecek
146e92703dac0bd985788a354d7fbe7ea6ae8036-1706463912262;Temel Matematik: ;Kurum Girilecek
5013d74a5f382485df7a90de8190e09089a0975b-1721563012874;2024 Alan Eğitimi Soru Çözümü 4;Kurum Girilecek
90a7b5fa39c2a027e299b9e5fbab49a5be871e3b-1689867921127;Yeni Türk Edebiyatı Genel Tekrar 2 ;Kurum Girilecek
877120cc0d88c1bb4191ff6d9765c24f2cac1e8d-1670954395684;Yeni Türk Dili 11, Fiilde Çatı;Kurum Girilecek
65d234e2daa97cd5cff9ef2fe0d5667e3933b42b-1721750440420;2024 Temmuz Dil Bilimi Soru Çözümü;Kurum Girilecek
c1ca8e2c0ad0b8a325771c48dcd6dada6ef0c9fb-1744556290039;Eğitim temelleri: ;Kurum Girilecek
a7bb88795d338b5aaf53e13882b28f159d978cf6-1742671109115;ÖLÇME VE DEĞERLENDİRME-2;Kurum Girilecek
059f2ad29732c04932217af6f0290782094cecca-1752079807191;halk genel tekrar;Kurum Girilecek
fbbd5fb4cc09832fd0e0687f475b866ad33b0a51-1744647440107;Maarif Modeli 2;Kurum Girilecek
be19c05cdcfe137c608c387791b43a41c213424e-1672247572697;fecriati 14,;Kurum Girilecek
f2cbea88fd85117b36715ad29b52afd6488b00e6-1741627689380;halk şairler;Kurum Girilecek
6c921c09683fc4b63f4ab94a17321a2e967c9712-1705146322183;Edebiyat Konu: İslamiyet Öncesi Türk Edebiyatı;Kurum Girilecek
63f2e14f54fa66ec3aceda1ecb023cfc40028865-1769528989173;DİL BİLİMİNE GİRİŞ, DİL BİLİMİ KURAMLARI VE DİL BİLİMİNİN ALT DALLARI - 1;Kurum Girilecek
fc50bfd22bc49ccae3005b2aa48f5cb60b310c07-1711040510341;AYT Felsefe: ;Kurum Girilecek
5c288540cc4a3963fdae332c9d03f4a623c474ee-1737301612820;Kuram ve Eleştiriler;Kurum Girilecek
9e381d2a70585dd3f1d7d589f74e1d0ed3b7caa6-1671119439301;Eski Türk Dili 9, İsim Çekim Ekleri;Kurum Girilecek
63f2e14f54fa66ec3aceda1ecb023cfc40028865-1772905790982;Anlam Bilimi (Semantik) - 2;Kurum Girilecek
e8b92d82ee6d4123700bb3ca71356319e008c0d3-1712077528516;4 Temel Beceri ;Kurum Girilecek
936a1e5b14f7b13adc92ca4ec02f7b3fb4f1883c-1696437770661;Kimya 1 Konu: Kimya Bilimi;Kurum Girilecek
3af846574fd50b2f85a88fec4e1df1aa4af0361e-1750717598929;7. DENEME DİLBİLİM DİLBİLGİSİ EDEBİYAT ÇÖZÜM;Kurum Girilecek
4c1766a355b2d11c7e3f782310fe99ed608eae4d-1708185077276;HİSAR, GELENEK, 1940 TOPLUMCULAR, İKİNCİ YENİ;Kurum Girilecek
15a2ee8b633f754e598185dfa9a9fcf803a820c1-1707667476286;1. DENEME (DÖRT TEMEL BECERİ ÇÖZÜM);Kurum Girilecek
059f2ad29732c04932217af6f0290782094cecca-1751298719278;DİL BİLGİSİ-1;Kurum Girilecek
fe534ba2be486200b29eba3998f61d35ede4b765-1741198811978;şair yazar eser;Kurum Girilecek
a7bb88795d338b5aaf53e13882b28f159d978cf6-1736178477581;DİNLEME EĞİTİMİ SORU ÇÖZÜMÜ;Kurum Girilecek
2a3118bee8adb487c610585b9ef9cfb19b60625b-1705085075358;dil bilim- bilirsin sağaltmaz incitir edebiyat.;Kurum Girilecek
0b39fa7964b7e6a1c4d6189b8ce131b2a4f28d79-1704642382061;OKUMA EĞİTİMİ GİRİŞ;Kurum Girilecek
6fb816cac8d877ed782a082bbfb25c5eb5744b39-1762191497568;tür ve şekil;Kurum Girilecek
dfb704ca01640e7fc6de2cdfecda7b07b97c9dea-1704822423889;SORU ÇÖZÜMÜ-3;Kurum Girilecek
8b04ea855d9d5c790faa74e3a476ed6085b6364e-1705681325876;Batı edebiyatı başlangıç...Belki sehre bir film, bir kitap ya da bir deli gelir...;Kurum Girilecek
6fb816cac8d877ed782a082bbfb25c5eb5744b39-1766418449412;halk hikayeleri;Kurum Girilecek
d5a49c3ab0991a06073f0f2931a2fc49ad269629-1761241592917;Eski Türk Edebiyatı Giriş-2;Kurum Girilecek
35055dac95adb3f6c0c8afe1593ea9f87912dc72-1761493762352;Akımlar 1. ders;Kurum Girilecek
3952b1ba6290cff1170a97c1b872549e03a00571-1734105083426;19) Dil bilgisi [Sözcük Türleri (isim, zamir, sıfat, zarf)]-1;Kurum Girilecek
620ae3cc37e0acdb5399ed3029be32fdbfa0b0d5-1700668278917;İlk Türk Devletleri ve Türk İslam Tarihi Soru Çözümü;Kurum Girilecek
4b39fd288dc2700c79d58ee85b39fd914c7ff7ef-1747756697141;SORU ÇÖZÜMÜ-10;Kurum Girilecek
a6131e03aa0e1093c49fb1d16ce9bb5191efbba6-1696440339593;Türkçe Konu: (Ses Bilgisi - Yazım Kuralları);Kurum Girilecek
4b39fd288dc2700c79d58ee85b39fd914c7ff7ef-1748372809926;SORU ÇÖZÜMÜ-16;Kurum Girilecek
309aeb1704569925de4bc120d126b6c4983b0a28-1699637782120;TYT Coğrafya Konu: ;Kurum Girilecek
c56c08a6825a00d4bd6734e700118ed5d35a3d36-1704475659150;Eski Edebiyat Konu: ;Kurum Girilecek
3952b1ba6290cff1170a97c1b872549e03a00571-1730483407659;3. Dil bilgisi (Türk Ses Bilgisi)-III;Kurum Girilecek
885cd183396123664aae15258f36ab40589223ad-1746727086068;1982 ANAYASASI 12. DERS;Kurum Girilecek
1251fe97b60335b5e071999fcd20e252dd791f36-1699285878614;KPSS Matematik Konu: ;Kurum Girilecek
38f3fcd57dd17598761beaa1ae9d1359d95b4502-1743875349287;2025 Halk edebiyatı son ders;Kurum Girilecek
9a48b87c1b39021a0d41b535552cc11f4ace22a9-1690721119834;ESER İÇERİKLERİ;Kurum Girilecek
ace885b05c73db94f84a3050a1b94eae475ef3dc-1702727340999;AYT Edebiyat: Söz Sanatları;Kurum Girilecek
2989cbd1040502c55f1f74f8b38fcfc5950fc4d1-1777481912653;2026 6;Kurum Girilecek
35055dac95adb3f6c0c8afe1593ea9f87912dc72-1764521443737;fransız 8;Kurum Girilecek
6993151cd392f3b2e99670a4cf83a778383b12a6-1689598631253;Dört Temel Beceri 1;Kurum Girilecek
569227d8b1048b533bc9ba0fdd3c7e12e549314e-1721928999664;4. ders;Kurum Girilecek
101c80ab4a5887dc1493d2baa9ffaff588ad7b51-1752942742265;test;Kurum Girilecek
85cf7f78d52f24b1855c37e9a252bd190adc9774-1681567994720;TEMA VE METİN ÖZELLİKLERİ;Kurum Girilecek
885cd183396123664aae15258f36ab40589223ad-1743702817729;7528 SAYILI KANUN 6. DERS;Kurum Girilecek
602a7cdab7af537aa2491a7521e59e775f12c977-1701100380653;Matematik Konu: ;Kurum Girilecek
58fee96126fbde0c4f5e3c147df457ad979a56d4-1703692462686;beyit incelemesi ve  sanatlar;Kurum Girilecek
0227ecef24ffd5f993e3a594193ec0e6cca913b3-1774886478932;ÇOCUK EDEBİYATI-4;Kurum Girilecek
f2cbea88fd85117b36715ad29b52afd6488b00e6-1744041670894;anonim halk edebiyatı;Kurum Girilecek
2b34ff093a4fe562ccbd4d1dec9defa11fabe2e9-1762623973398;OKUMA EĞİTİMİ KAZANIMLARI - 4;Kurum Girilecek
7a6da00ddd15464a4b1af5d2e5a0f31624b86d0a-1670428296030;Yeni Türk Edebiyatı 6, SERVETİFÜNUN;Kurum Girilecek
eeb66d9e478b883e969a19099865fcc6be53022a-1690289125969;Halk Edebiyatı 2;Kurum Girilecek
58fee96126fbde0c4f5e3c147df457ad979a56d4-1700675068702;nazım şekilleri;Kurum Girilecek
8b04ea855d9d5c790faa74e3a476ed6085b6364e-1709919061040;DÜNYA EDEBİYATI-DERİN OLAMAYAN BİRİNİN SIĞDAKİ BOZGUNU;Kurum Girilecek
f7d11ee153894d4836a6f7298d2325f20e8cb090-1695662725132;Türkçe 3;Kurum Girilecek
229b8840a23d6664d327ac0bf1485fad7a5521ed-1747234767061;2025 İnkılap Tarihi Soru çözümü ;Kurum Girilecek
e60003cc242983d50a26e43e5ba9f6b8871a0f8c-1731779331433;YENİ SINAV SİSTEMİ;Kurum Girilecek
f2cbea88fd85117b36715ad29b52afd6488b00e6-1738601932415;kuamlar yöntemler;Kurum Girilecek
c44c626049911b724bc364d74c9956c0b5b3c105-1669827476676;Yeni Türk Edebiyatı 4,;Kurum Girilecek
bf34a30375919b679162e745b11e71cb60b00db8-1717948389615;Türk :) ve şekil 2;Kurum Girilecek
a7bb88795d338b5aaf53e13882b28f159d978cf6-1739036618582;KONUŞMA SORU ÇÖZÜMÜ VE OKUMAYA GİRİŞ;Kurum Girilecek
363a963a93a1ccafd0bffb577ede15f8cc5396cc-1712428706701;Eski Dil: EAT Dönemi ;Kurum Girilecek
5bc8e7e47d75badf1a8f836a3b9b1b87144500df-1736783120274;Sözel Beceri: ;Kurum Girilecek
d87ed9ee3ea1e0278b588e681e79e338b1b6e84f-1690649959380;Eski Edebiyat Genele Tekrar 5;Kurum Girilecek
19280416745638e168a8a66d069d81f5c0308a63-1699284313012;Türkçe Konu: Sözcük Türleri Sıfat;Kurum Girilecek
85cacd3a12f2888ee7cd9b9fc34298937ff5f23e-1713873307316;AYT Edebiyat: ;Kurum Girilecek
0227ecef24ffd5f993e3a594193ec0e6cca913b3-1774288816913;ÇOCUK EDEBİYATI-3;Kurum Girilecek
059f2ad29732c04932217af6f0290782094cecca-1752169928027;eski edebiyat genel tekrar;Kurum Girilecek
bd4eeb9f0a00097af2bd938abd2e76471a730be1-1745161067060;Eğitimin Temelleri ;Kurum Girilecek
bf34a30375919b679162e745b11e71cb60b00db8-1714919695033;şerh 6;Kurum Girilecek
dc12c9d877c70209ea7d0274e884c99ee397001f-1764090357321;Sözcük türleri (sıfat)-4;Kurum Girilecek
0bb2e64ddaff7356a3e16497d91c8bececf70d34-1713802661322;AYT Edebiyat: ;Kurum Girilecek
0b39fa7964b7e6a1c4d6189b8ce131b2a4f28d79-1701539899334;KONUŞMA EĞİTİMİ SORU ÇÖZÜMÜ;Kurum Girilecek
ea917a6fb96dd01407303ca18dfd2d40903c1dcc-1681237920227;Yeni Türk edebiyatı 49;Kurum Girilecek
dfb704ca01640e7fc6de2cdfecda7b07b97c9dea-1700590533004;TANZİMAT 2. DÖNEM- 1.DERS;Kurum Girilecek
633bacf8da60c4c4fc51f64e172210a7705e9618-1708531205443;Vatandaşlık Konu: ;Kurum Girilecek
bf34a30375919b679162e745b11e71cb60b00db8-1716735181790;şerh 15;Kurum Girilecek
3952b1ba6290cff1170a97c1b872549e03a00571-1738943722299;40) Cümle Bilgisi (Cümle Çeşitleri) 7;Kurum Girilecek
8e9380aa0ad9654c266f894ed88a7d7be5d58563-1708191441439;Eski Dil Konu: ;Kurum Girilecek
5c288540cc4a3963fdae332c9d03f4a623c474ee-1736700402040;Diğer Sanatçılar;Kurum Girilecek
299cbd7fac79e094a9bc3b87c31b8813983b41dd-1739289292236;CUMHURİYET ŞİİRİ-1;Kurum Girilecek
4e115b4f2f6895ce8fc92bc882a966a33afede39-1778169467028;Beyit Şerhi-13;Kurum Girilecek
7fd2f948a1f6cecb3e54a9c3e53f5c712948fe53-1746982522729;SORU ÇÖZÜM-4;Kurum Girilecek
dd7353981487b1ae5a97efed27fddd83a1782abf-1698562197301;TYT Fizik Konu: ;Kurum Girilecek
892b584343d0c9fc7ab552c5c90bbfd699dca74d-1739731134662;EDİM BİLİM (KONU, ODAK) VE SORU ÇÖZÜMÜ;Kurum Girilecek
299cbd7fac79e094a9bc3b87c31b8813983b41dd-1744127967850;CUMHURİYET ROMAN-8;Kurum Girilecek
3bc2a92fa482039fa5680ba363618a692eb9d38c-1716660927496;Eski Edebiyat Soru Çözümü ;Kurum Girilecek
3952b1ba6290cff1170a97c1b872549e03a00571-1737130902586;Cümle bilgisi;Kurum Girilecek
cdd2ac1f04ac9c1e562f22321d7db1e4d6a7de97-1701359407951;Felsefe Konu: ;Kurum Girilecek
bb3210bdc66da27a3560baaf2669f49cc01d7215-1700668245468;Kimya Konu: ;Kurum Girilecek
3af846574fd50b2f85a88fec4e1df1aa4af0361e-1770342900232;1. DENEME DÖRT TEMEL BECERİ ÇÖZÜMÜ;Kurum Girilecek
2ffde47a6cc99225271c8a3e6fb4766a29c72257-1746121221995;Osmanlı Tarihi Soru Çözümü 2;Kurum Girilecek
022e0f39c5c1df178670ef72f3ab1e6bc714afef-1713078115048;AYT Fizik: itme-momentum;Kurum Girilecek
6fb816cac8d877ed782a082bbfb25c5eb5744b39-1763401106372;tür ve şekil;Kurum Girilecek
35055dac95adb3f6c0c8afe1593ea9f87912dc72-1768153972207;eleştiri ve kuram 3;Kurum Girilecek
d90a6da4e15a32c0bccce8997052a92d0ee77959-1720195164474;2024 Haziran Vatandaşlık 2;Kurum Girilecek
2f607b9f042735cf50d31ab951a8c9a8354ce315-1713023897729;Eski Edebiyat: ;Kurum Girilecek
299cbd7fac79e094a9bc3b87c31b8813983b41dd-1734453968171;SERVETİFÜNUN EDEBİYATI-5;Kurum Girilecek
d39446f272688d5e772f0ac8214efd6620555449-1707414967227;halk hikayeleri;Kurum Girilecek
36c03f8254a541ff8c02ce0db2bbc60b99994861-1708187699185;Geometri Konu: ;Kurum Girilecek
a9727ea4dc83f3009f23dda5363c01bacd827027-1678377285033;Eski Türk Edebiyatı 44 Kıpçak Türkçesi;Kurum Girilecek
cc8004c8b2b66fb126c86dde9b7244b44c14ceba-1697969759830;TYT Coğrafya Konu: ;Kurum Girilecek
059f2ad29732c04932217af6f0290782094cecca-1750866293746;KAMP DERSLERİ - DİL BİLİM 1. DERS “Başarı, cesur adımların atıldığı yerde doğar.”;Kurum Girilecek
a7bb88795d338b5aaf53e13882b28f159d978cf6-1733586311902;OKUMA KAZANIMLARI-3;Kurum Girilecek
c448cf7c3d21727c59ff7520b1e6d64bb8d26da4-1742577860497;3 - BİÇİM BİLGİSİ;Kurum Girilecek
cf10166bd05843846215ca62d2544eb193868e54-1743180735157;Yeni Türk Edebiyatı ;Kurum Girilecek
e47c849d9eb1b67f563656f431ddce0b334a04a5-1669133091811;Yeni Türk Dili 1 Ses Bilgisi;Kurum Girilecek
cd7d05e68c71654dbb3a45bdd22d1431e50099eb-1670781549369;SERVETİ FÜNUN EDEBİYATI 3;Kurum Girilecek
faa4151720e090dedb474c9c1661759943fa42c6-1705679472492;Halk Edebiyatı Konu: Halk Hikayeleri Giriş;Kurum Girilecek
c84883d5824a6ce2219ac3acaddc76176b98afb6-1686408893210;Yusuf Kasap Ölçme ve Değerlendirme;Kurum Girilecek
59361fc1eb0a7185a8dc3d7943e5422df34caf8a-1688564681587;2017 ESKİ DİL ;Kurum Girilecek
6debbf1ac3f8c0ba6c516f4699204a07a3c8bd65-1715363695868;Diğer dünya ülkesi edebiyatları;Kurum Girilecek
30e197764f0a0f2a3074c719b5548d27eee4c0b9-1715097476649;Eski Dil Soru Çözümü ;Kurum Girilecek
892b584343d0c9fc7ab552c5c90bbfd699dca74d-1733158479059;ETKİNLİK VE SORU ÇÖZÜMÜ ✅;Kurum Girilecek
2d43e2e32632a87aa770ffba1f81b18c80553642-1709400796617;Eski Dil Konu: ;Kurum Girilecek
299cbd7fac79e094a9bc3b87c31b8813983b41dd-1739292773753;CUMHURİYET ŞİİRİ-2;Kurum Girilecek
35055dac95adb3f6c0c8afe1593ea9f87912dc72-1766335773403;amerikan 2;Kurum Girilecek
a7bb88795d338b5aaf53e13882b28f159d978cf6-1746290691670;MAARİF PROGRAMI-7;Kurum Girilecek
7733209bc7365e24117775e1aa76a77689b5866a-1701359059425;YTE Konu: ;Kurum Girilecek
60e16e8c3c6e7bd93827de018ec164db277670f0-1721634344466;2024 Temmuz Halk Edebiyatı 1;Kurum Girilecek
