Klasor Adi;Ders Adi;Kurum
892b584343d0c9fc7ab552c5c90bbfd699dca74d-1730735702983;DİL BİLİM 4. DERS;Kurum Girilecek
dfb704ca01640e7fc6de2cdfecda7b07b97c9dea-1703004634036;SERVETİFÜNUN EDEBİYATI- 7;Kurum Girilecek
fe534ba2be486200b29eba3998f61d35ede4b765-1740588509081;şair yazar eser;Kurum Girilecek
f1d0be30a827174c968d2495326d1d407496497f-1702309939465;Türkçe: Yazım Kuralları ;Kurum Girilecek
6fb816cac8d877ed782a082bbfb25c5eb5744b39-1766421667521;halk hikayeler;Kurum Girilecek
569227d8b1048b533bc9ba0fdd3c7e12e549314e-1721579412973;çocuk edebiyatı soru çözümü 3;Kurum Girilecek
cc76713d0deb5833470e54e42e8801652422a06d-1713975050995;AYT Kimya: ;Kurum Girilecek
fe534ba2be486200b29eba3998f61d35ede4b765-1735746880369;beyit incelemesi- sanatlar;Kurum Girilecek
5a9388083e70d238c1d62416f251f688902617c1-1711558580272;Paragraf Soru Çözümü;Kurum Girilecek
6d536a6c5a19dabdbbd3d76937f43b4eaceee54c-1716392388072;DİL ÖĞRENME DÜZEYLERİ - 5;Kurum Girilecek
1eeab9f3cb1bc8815baff6683af6e6012c764d6a-1712596531399;Eski Edebiyat : 16 YY sanatçıları ;Kurum Girilecek
5d4d41843da46ffd753633c2db449ce95af16f5a-1669140896715;Yeni Türk Dili 2 Ses Bilgisi;Kurum Girilecek
63f2e14f54fa66ec3aceda1ecb023cfc40028865-1776012514117;Dil Bilimi Okulları ve Temsilcileri - 5 GALİBA SON:((;Kurum Girilecek
50839fcb054f2b697cdce26fe4e69627f7986dd6-1701451561466;Coğrafya Konu: ;Kurum Girilecek
dfb704ca01640e7fc6de2cdfecda7b07b97c9dea-1714495996070;CUMHURİYET ROMANI -7;Kurum Girilecek
2b34ff093a4fe562ccbd4d1dec9defa11fabe2e9-1770479177330;OKUMA EĞİTİMİNİN AMAÇLARI;Kurum Girilecek
85cf7f78d52f24b1855c37e9a252bd190adc9774-1684597755449;SORU ÇÖZÜMÜ - 8;Kurum Girilecek
51ff007f49e5d77e56517d69fb5c853e9d09bd18-1774632927262;DİNLEME ÖĞRENME ÇIKTILARI - 1;Kurum Girilecek
9bde5fbf3903b80d74b80ce22aa36584a5bf18b4-1716702432034;TYT Fizik Soru Çözümü ;Kurum Girilecek
d5a49c3ab0991a06073f0f2931a2fc49ad269629-1768495692078;Edebi Sanatlar-5;Kurum Girilecek
f2cbea88fd85117b36715ad29b52afd6488b00e6-1738003231910;kuramlar;Kurum Girilecek
63f2e14f54fa66ec3aceda1ecb023cfc40028865-1765554353975;EDİM DİL BİLİM - 3;Kurum Girilecek
9986aa6c5b47b825283ff24f2909c384c1470e69-1734968611486;Türkçe Sözcükte Anlam ;Kurum Girilecek
fe534ba2be486200b29eba3998f61d35ede4b765-1733330881753;nazım şekilleri türleri ve sorularla genel tekrar ve analiz;Kurum Girilecek
6d536a6c5a19dabdbbd3d76937f43b4eaceee54c-1714240371787;STRATEJİLER;Kurum Girilecek
569227d8b1048b533bc9ba0fdd3c7e12e549314e-1721831302911;Yeni Türk Edebiyatı -4;Kurum Girilecek
680a26b21622183cbf7706502ded8b9dd9d9008d-1741718399979;2025 Osmanlı Tarihi;Kurum Girilecek
4e115b4f2f6895ce8fc92bc882a966a33afede39-1769965826676;aruz 2;Kurum Girilecek
d39446f272688d5e772f0ac8214efd6620555449-1704559926994;halk edebiyatı tür ve şekiller;Kurum Girilecek
dfb704ca01640e7fc6de2cdfecda7b07b97c9dea-1712085112876;CUMHURİYET ŞİİRİ -18;Kurum Girilecek
f33d3c6a69f18e398dd01581baed21be812f761f-1701791876689;Vatandaşlık Konu: ;Kurum Girilecek
5b0ac230805f974e2d9b8975484c469f3ee5d5f7-1736444084488;Eski Türk Dili İsim Çekim Ekleri ;Kurum Girilecek
c85821f6a55b86a3a840b2f6ced2a387c7fdc014-1713369517575;AYT Kimya: ASİT-BAZ DENGESİ;Kurum Girilecek
f67b4948b1592313c2fb1206ef8b9f23a7902842-1711823441608;DIŞ YAPI ÖLÇÜTLERİ;Kurum Girilecek
15f3a07bd43502dd4c45b3410dbd081ed8746f65-1735666235152;İslamiyet Öncesi ve Türk İslam Tarihi ;Kurum Girilecek
8b04ea855d9d5c790faa74e3a476ed6085b6364e-1706293536684;edebi akımlar 4- sanattan anlamayan nesle yeto...;Kurum Girilecek
d5a49c3ab0991a06073f0f2931a2fc49ad269629-1763654482058;Nazım Şekilleri-1;Kurum Girilecek
f67b4948b1592313c2fb1206ef8b9f23a7902842-1715189463545;TÜRKİYEDE ÇOCUK EDEBİYATI TARİHÇESİ-1;Kurum Girilecek
dc12c9d877c70209ea7d0274e884c99ee397001f-1762883396800;ŞEKİL/YAPI/BİÇİM BİLGİSİ ( Ek Bilgisi)-5;Kurum Girilecek
885cd183396123664aae15258f36ab40589223ad-1744304917768;1982 ANAYASASI - 2.DERS;Kurum Girilecek
eacd5a3e3bf5a8616474e0d13a8d796b5add2b4a-1737215769812;Yeni Türk Dili ;Kurum Girilecek
3befa32fc9cfc93bb0d7c92b524456642a98a127-1748102517090;2025 Eski Türk Edebiyatı ;Kurum Girilecek
0b39fa7964b7e6a1c4d6189b8ce131b2a4f28d79-1697911540858;YETKİNLİKLER VE ÖLÇME DEĞERLENDİRME;Kurum Girilecek
2b34ff093a4fe562ccbd4d1dec9defa11fabe2e9-1779642590344;BLOOM TAKSONOMİSİ;Kurum Girilecek
63f2e14f54fa66ec3aceda1ecb023cfc40028865-1776008977692;Dil Bilimi Okulları ve Temsilcileri - 4;Kurum Girilecek
b1803d4000c894263f169b07b67df49c3e5d65c1-1695318012791;Matematik 2;Kurum Girilecek
7d856a5528132d97c75d058e84f41111ba0cfb69-1746809575309;şerh;Kurum Girilecek
11c3104afa36e4eab764445b718d8347f5c99ba2-1698169064965;Tarih Konu: ;Kurum Girilecek
f67b4948b1592313c2fb1206ef8b9f23a7902842-1713378513454;ÇOCUK EDEBİYATI TÜRLERİ -2;Kurum Girilecek
f67b4948b1592313c2fb1206ef8b9f23a7902842-1711222149328;YAŞA GÖRE OKUMA EĞİLİMLERİ;Kurum Girilecek
9483f9b4c8f357f74b159e62b0bb261e025c62ff-1698944653530;Türkiye Türkçesinin Ses Bilgisi 2;Kurum Girilecek
c2bdcd65896ccb7d920c772a7023ec30413ca386-1745168020832;TÜRKİYE'DE ÇOCUK EDEBİYATI-1;Kurum Girilecek
8797722914e101baa4578694025ea8348a748303-1782150456379;Eski Türk Edebiyatı-3;Kurum Girilecek
d39446f272688d5e772f0ac8214efd6620555449-1707058115685;masal türü;Kurum Girilecek
a7bb88795d338b5aaf53e13882b28f159d978cf6-1743271776772;ANLAM KURMA SÜREÇLERİ;Kurum Girilecek
27f044a05b708e44f74387f3b7e31df5a498c8c2-1720339084608;2024 Haziran EB Ölçme 3;Kurum Girilecek
d39446f272688d5e772f0ac8214efd6620555449-1703951805559;halk edebiyatında tür ve şekiller;Kurum Girilecek
6fb816cac8d877ed782a082bbfb25c5eb5744b39-1762188485793;tür ve şekil;Kurum Girilecek
80b76a73d9fdf418aed6e143de1468fe9615c84a-1770227662692;TANZİMAT EDEBİYATI-5;Kurum Girilecek
dfb704ca01640e7fc6de2cdfecda7b07b97c9dea-1714499568209;CUMHURİYET ROMANI-8;Kurum Girilecek
0ecaf97bd911e1f98e82f64c0154bbbb95b2ff8b-1744905291267;2025 Çağdaş Türk Tarihi;Kurum Girilecek
950df98b6627378556b9fea8b928154bf4c6fe84-1697987459308;TYT Geometri Konu: ;Kurum Girilecek
d236201059a690d19f22bcbb3e604d215956fcd0-1716838926440;AYT Matematik: ;Kurum Girilecek
ddde34b2024644a24b097a706a8324ecfd9b75aa-1751631814649;2025 Eski Türk Edebiyatı Soru Çözümü;Kurum Girilecek
8ff2a38cda2d997b02c7124a3fc2ce357987a723-1708172620573;AYT Edebiyat: ;Kurum Girilecek
d5a49c3ab0991a06073f0f2931a2fc49ad269629-1762447420167;Eski Türk Edebiyatında Mazmunlar-4;Kurum Girilecek
403e7c4599e9a25f7617b1b86e974585ad29418a-1715619033838;14. Sözcük Türleri (Fiil, Ek-fiil ve Fiilimsi)-2;Kurum Girilecek
7c61bdf6f4b57fc909ca3ef9ee4e78a67a2fee6b-1712163401443;AYT Coğrafya: ;Kurum Girilecek
cd7d05e68c71654dbb3a45bdd22d1431e50099eb-1673199583800;milli edebiyat genel özellikleri 2;Kurum Girilecek
0eacca94e2c85712a7c17192c6d5001c3da64638-1671733304041;Eski Türk Dili 14, Fiilimsiler ve Fiilde Çatı;Kurum Girilecek
3c6e5f0e70b0e730d4f4806f524c916f5b1ad81d-1677166899805;Eski Türk Dili 38 Karahanlı Türkçesi;Kurum Girilecek
15a2ee8b633f754e598185dfa9a9fcf803a820c1-1712677759474;3. DENEME (DİL BİLİM - DİL BİLGİSİ);Kurum Girilecek
fe534ba2be486200b29eba3998f61d35ede4b765-1739980458029;mazmunlar;Kurum Girilecek
6fe48bfa10978f15864a01c2efd9a72981dac545-1759039942667;Konferans;Kurum Girilecek
4e115b4f2f6895ce8fc92bc882a966a33afede39-1771783434668;Şerhh;Kurum Girilecek
58fee96126fbde0c4f5e3c147df457ad979a56d4-1701276885265;nazım şekilleri ve nazım türleri;Kurum Girilecek
0b39fa7964b7e6a1c4d6189b8ce131b2a4f28d79-1700408601459;KONUŞMA EĞİTİMİ GİRİŞ;Kurum Girilecek
299cbd7fac79e094a9bc3b87c31b8813983b41dd-1741720594091;CUMHURİYET ROMANI -1;Kurum Girilecek
e2acf74a5fbfddbde02bc16517fc35725eedfc89-1744309526206;2025 Eski Türk Dili;Kurum Girilecek
8797722914e101baa4578694025ea8348a748303-1782575413042;Halk 4;Kurum Girilecek
0b39fa7964b7e6a1c4d6189b8ce131b2a4f28d79-1698514969404;DİNLEME STRATEJİLERİ;Kurum Girilecek
35055dac95adb3f6c0c8afe1593ea9f87912dc72-1763916896238;FRANSI ED. 4;Kurum Girilecek
882c48384669cac52c50c870d6015245d18ee55a-1703612147939;Fizik Konu: ;Kurum Girilecek
d5a49c3ab0991a06073f0f2931a2fc49ad269629-1769701555942;Edebi Sanatlar-7;Kurum Girilecek
c37912f16b27a187cd62227c72869b8c25d0b6ee-1744991999914;2025 Yeni Türk Edebiyatı 8;Kurum Girilecek
dbdc93588ab3222c7447f072bbd5270bd25f93a3-1709049487482;İnkılap Tarihi Konu: ;Kurum Girilecek
6f42de2803d3a60a14163660835e8e6ac1e39279-1697644162777;TYT Kimya Konu: ;Kurum Girilecek
96799d44ee03757118ca942f4420977e2fa2f2a2-1719244301062;TEMA VE METİN ÖZELLİKLERİ;Kurum Girilecek
6fb816cac8d877ed782a082bbfb25c5eb5744b39-1760975596681;halk bilim kuram ve yöntemler;Kurum Girilecek
d39446f272688d5e772f0ac8214efd6620555449-1708620896725;destanlar;Kurum Girilecek
dfb704ca01640e7fc6de2cdfecda7b07b97c9dea-1714492507336;CUMHURİYET ROMANI-6;Kurum Girilecek
dfb704ca01640e7fc6de2cdfecda7b07b97c9dea-1708444731679;MİLLİ EDEBİYAT- 10;Kurum Girilecek
cd7d05e68c71654dbb3a45bdd22d1431e50099eb-1680461128283;cumhuriyet dönemi sanatçıları devam;Kurum Girilecek
15a2ee8b633f754e598185dfa9a9fcf803a820c1-1708805989537;1.DENEME REHBERLİK;Kurum Girilecek
885cd183396123664aae15258f36ab40589223ad-1746118676474;1982 ANAYASASI 8. DERS;Kurum Girilecek
a56d30b34386dd8747148eeb602b1c0bd563bd4f-1734020127917;2025 Yeni Türk Dili Soru Çözümü ;Kurum Girilecek
e60003cc242983d50a26e43e5ba9f6b8871a0f8c-1725639382306;TANIŞMA;Kurum Girilecek
15a2ee8b633f754e598185dfa9a9fcf803a820c1-1722375484435;10. DENEME (EDEBİYAT DERSLERİ ÇÖZÜMÜ);Kurum Girilecek
d5a49c3ab0991a06073f0f2931a2fc49ad269629-1766681380570;Günümüz Türkçesine Aktarım-3;Kurum Girilecek
85cf7f78d52f24b1855c37e9a252bd190adc9774-1683388364415;ANLAMA KAZANIMLARI;Kurum Girilecek
58fee96126fbde0c4f5e3c147df457ad979a56d4-1708537894092;tezkireler;Kurum Girilecek
63f2e14f54fa66ec3aceda1ecb023cfc40028865-1763747072004;METİN DİLBİLİM - 2;Kurum Girilecek
112263000b8be6c8d0b4be27101c7163baab4c13-1677175556788;Eski Türk Dili 40 Karahanlı Türkçesi;Kurum Girilecek
bf34a30375919b679162e745b11e71cb60b00db8-1720115497018;beyit incelemeleri;Kurum Girilecek
2b34ff093a4fe562ccbd4d1dec9defa11fabe2e9-1766853929233;PARÇAÜSTÜ SESBİRİMLERİ;Kurum Girilecek
885cd183396123664aae15258f36ab40589223ad-1741890456489;222 SAYILI KANUN 5. DERS;Kurum Girilecek
14a495712d677bd3ac07a8cc907eabba7f8446a3-1701970400103;Eski Dil: Kip Ekleri ;Kurum Girilecek
a84460759d4127d9d7586c956fc4f26f1cca5eca-1673373188988;Yeni Türk Dili 17 Soru Çözümü;Kurum Girilecek
28e302c5c8b636fde4868a6df4bf3880dd898de8-1697381989035;TYT Geometri: ;Kurum Girilecek
569227d8b1048b533bc9ba0fdd3c7e12e549314e-1722089680071;DİLBİLİM -1;Kurum Girilecek
fe534ba2be486200b29eba3998f61d35ede4b765-1739986719129;tezkireler;Kurum Girilecek
15a2ee8b633f754e598185dfa9a9fcf803a820c1-1711329230581;2.DENEME REHBERLİK;Kurum Girilecek
2c9c467309288b393c174b75223f4225b0d7472a-1779036251500;MAYIS AYI REHBERLİK;Kurum Girilecek
78ec749551df9aa73422a6653ed8538c18a00520-1712423867539;TYT Geometri: ;Kurum Girilecek
15a2ee8b633f754e598185dfa9a9fcf803a820c1-1721007544295;7. DENEME (ALAN EĞİTİMİ ÇÖZÜM);Kurum Girilecek
59529ae04f9a702b768d68d85033c6cbe334901a-1746269147979;Maarif model 5;Kurum Girilecek
059f2ad29732c04932217af6f0290782094cecca-1751564686356;eski edebiyat genel tekrar;Kurum Girilecek
fcba9f8121eab61fc258569ec171a1fee638b977-1709048741172;TYT Tarih Konu: ;Kurum Girilecek
58fee96126fbde0c4f5e3c147df457ad979a56d4-1706118543820;aruz ,işlemleri;Kurum Girilecek
4b39fd288dc2700c79d58ee85b39fd914c7ff7ef-1748361682386;SORU ÇÖZÜMÜ-13;Kurum Girilecek
3952b1ba6290cff1170a97c1b872549e03a00571-1736524599417;31) Dil bilgisi [Sözcük Türleri (fiil, ek-fiil, fiilimsi)]-3;Kurum Girilecek
cd7d05e68c71654dbb3a45bdd22d1431e50099eb-1674410056238;MİLLİ EDEBİYAT DÖNEMİ BAĞIMSIZLAR;Kurum Girilecek
c06f33725e8f7234e028b86d246bc2dde4646ca0-1674065687707;CUMHURİYET ŞİİRİ 2 Yeni Türk Edebiyatı 24,;Kurum Girilecek
6d536a6c5a19dabdbbd3d76937f43b4eaceee54c-1714837774454;STRATEJİLER - 2;Kurum Girilecek
448611f8dabc29c40eb6761c3c0ec8f01ff793b1-1738690745972;Osmanlı Tarihi: ;Kurum Girilecek
dff53bba9ffbd76ec62de0bb277db7f67e49c59e-1673538506285;Eski Türk Dili 26, Dil Aileleri;Kurum Girilecek
ef76c0d7c91622f68a8efed897e55f4488cf0b4b-1699890517845;Osmanlı Tarihi Konu: ;Kurum Girilecek
f5eda903bf09bbb7e0208eedda78dbb2f5063bcd-1703951339985;YTE Konu: EDEBİYATICEDİDE ROMANI;Kurum Girilecek
6c4d2a7b024b5ceb54ae86ee043ebc4c9e88195d-1689695413853;Eski Türk Edebiyatı 1 ;Kurum Girilecek
403e7c4599e9a25f7617b1b86e974585ad29418a-1717084667699;25) Ses Bilgisi -2;Kurum Girilecek
059f2ad29732c04932217af6f0290782094cecca-1750956020832;DÖRT TEMEL BECERİ - 2;Kurum Girilecek
c82949c221641991c2c8b8491ed91ab084057003-1702052871518;Eski Edebiyat: Aruz Kalıpları Uygulama ;Kurum Girilecek
58fee96126fbde0c4f5e3c147df457ad979a56d4-1707933047965;mazmunlar;Kurum Girilecek
3c3986fcee94ce0e1452ad66fd52429715545871-1745602707568;Sözel Mantık 2 ;Kurum Girilecek
abc9eb3080ac5615456a5e2186beec717f266cd2-1705826551344;AYT Matematik Konu: ;Kurum Girilecek
80b76a73d9fdf418aed6e143de1468fe9615c84a-1769792034204;TANZİMAT EDEBİYATI-1;Kurum Girilecek
fd5c21dfcef4665bb7e8b67c9d7f92cb619f22e0-1747928583778;DİNLEME EĞİTİMİ-1;Kurum Girilecek
07461200176cc6a890dcc8ca627649d2b6750c13-1701878008707;Osmanlı Tarihi: ;Kurum Girilecek
299cbd7fac79e094a9bc3b87c31b8813983b41dd-1732035532809;TANZİMAT EDEBİYATI-3;Kurum Girilecek
6debbf1ac3f8c0ba6c516f4699204a07a3c8bd65-1716569015077;batı ilaveler;Kurum Girilecek
81c1909e4d6e38098ef8027f8ab512839d44f4bf-1747065501555;2025 İnkılap Tarihi Soru Çözümü ;Kurum Girilecek
059f2ad29732c04932217af6f0290782094cecca-1751820710070;genel tekrar 2;Kurum Girilecek
bf34a30375919b679162e745b11e71cb60b00db8-1718297479604;beyit incelemeleri;Kurum Girilecek
63f2e14f54fa66ec3aceda1ecb023cfc40028865-1770738260127;DİL, DİL TEORİLERİ VE DİL AİLELERİ-2  VE BİTERSE SES BİLİMİ (FONOLOJİ) - 1;Kurum Girilecek
3f786d7fc3ee454ade237558b8c97f1f8a75c598-1714828335121;AYT Kimya: ;Kurum Girilecek
c448cf7c3d21727c59ff7520b1e6d64bb8d26da4-1741976402841;1 - BİÇİM BİLGİSİ;Kurum Girilecek
6d536a6c5a19dabdbbd3d76937f43b4eaceee54c-1712172231183;BLOOM TAKSONOMİSİ - 2;Kurum Girilecek
4e115b4f2f6895ce8fc92bc882a966a33afede39-1778175477108;Beyit Şerhi-15;Kurum Girilecek
6fb816cac8d877ed782a082bbfb25c5eb5744b39-1764604698839;halk şairler;Kurum Girilecek
4865fc2dc1446cfb7fb73534023a8aee963bcc14-1704035123150;Geometri konu: ;Kurum Girilecek
5c288540cc4a3963fdae332c9d03f4a623c474ee-1737308800974;Kuramlar 3;Kurum Girilecek
5c288540cc4a3963fdae332c9d03f4a623c474ee-1730650273767;edebi akımlar 2;Kurum Girilecek
f2cbea88fd85117b36715ad29b52afd6488b00e6-1739817823027;tür ve şekil;Kurum Girilecek
6cac5a360171a06727802780e2ef1e23ce086095-1747324246717;2025 Eski Türk Dili ;Kurum Girilecek
325653b749bd630bf0fe632601e8884de1ff63de-1669740756060;Yeni Türk Dili 4, Ses Bilgisi;Kurum Girilecek
3c6b3c2d3e81c9dc959f9d46c6a6d5a1a5549645-1731772841758;Yeni Türk Dili 1. Ders ( Ünlü -Ünsüzlerin özelikleri ve ses olayları);Kurum Girilecek
0227ecef24ffd5f993e3a594193ec0e6cca913b3-1777918485491;ÇOCUK EDEBİYATI-21;Kurum Girilecek
61372c63ae6d987f3e66783a10faf83fd45bfae4-1722268269890;2024 Alan Eğitimi Soru Çözümü ;Kurum Girilecek
1915c10105dfbd7555185247b1c232d5dd4b0df5-1705734404912;Biyoloji Konu: ;Kurum Girilecek
77a237464e7a152b59c80529a1453dc929f185ef-1708444809637;İnkılap Tarihi Konu: ;Kurum Girilecek
0b39fa7964b7e6a1c4d6189b8ce131b2a4f28d79-1706456922287;OKUMA TEKNİKLERİ-1;Kurum Girilecek
6fb816cac8d877ed782a082bbfb25c5eb5744b39-1765817200719;masallar;Kurum Girilecek
80b76a73d9fdf418aed6e143de1468fe9615c84a-1777660072120;CUMHURİYET ROMANI-12;Kurum Girilecek
55a007a7bd7f4dbdbb7245ed4ddcf8056db8d467-1711299574563;Eski Edebiyat Soru Çözüm Kampı;Kurum Girilecek
299cbd7fac79e094a9bc3b87c31b8813983b41dd-1734451205645;SERVETİFÜNUN EDEBİYATI-4;Kurum Girilecek
63f2e14f54fa66ec3aceda1ecb023cfc40028865-1762533907469;PARÇAÜSTÜ SESBİRİMLER - 2;Kurum Girilecek
b502863bc3fc5921943f4e5ac6bda89d71dbdb63-1710787287881;KPSS Matematik Konu: kümeler fonksiyonlar;Kurum Girilecek
059f2ad29732c04932217af6f0290782094cecca-1751993588966;Yeni Türk Edebiyatı Soru Çözümü - 5;Kurum Girilecek
49e5472ad525f22bae0fc30dc50a4f7d71dbfccf-1715358009599;AYT Matematik: ;Kurum Girilecek
2989cbd1040502c55f1f74f8b38fcfc5950fc4d1-1720374442997;halk 9;Kurum Girilecek
dfb704ca01640e7fc6de2cdfecda7b07b97c9dea-1701791797168;BATILI NAZIM ŞEKİLLERİ;Kurum Girilecek
cd7d05e68c71654dbb3a45bdd22d1431e50099eb-1681148178847;POSTMODERN YAZARLAR;Kurum Girilecek
14a8bbeee824e7d3d53fae329fb8d3650a40ac38-1742575579650;2025 Yeni Türk Edebiyatı 4;Kurum Girilecek
bf34a30375919b679162e745b11e71cb60b00db8-1718301202574;beyit incelemeleri;Kurum Girilecek
6d536a6c5a19dabdbbd3d76937f43b4eaceee54c-1720198327636;YABANCILARA TÜRKÇE öğretimi giriş;Kurum Girilecek
15a2ee8b633f754e598185dfa9a9fcf803a820c1-1721397037436;8. DENEME (ALAN EĞİTİMİ ÇÖZÜM);Kurum Girilecek
5c288540cc4a3963fdae332c9d03f4a623c474ee-1733066182901;Fransız Ed. devam;Kurum Girilecek
9483d726b5c8e010529d850c262b5f4ac716b5b1-1711472153904;Eski Dil Soru Kampı 2;Kurum Girilecek
0227ecef24ffd5f993e3a594193ec0e6cca913b3-1776700629663;ÇOCUK EDEBİYATI-13;Kurum Girilecek
a4c837e51dbbfd271c76d4a0ff07b501de770b98-1695403502768;TÜRKÇE 2;Kurum Girilecek
f57474deb0ee30d7ae70b8c5df39cea3dd4a1ddf-1679595773990;Eski Türk Dili 48 Çağatay Türkçesi;Kurum Girilecek
6debbf1ac3f8c0ba6c516f4699204a07a3c8bd65-1713549946795;İngiliz Ed. Defo'dan devam;Kurum Girilecek
5f4601f8bb160d50267e2c7fe4d35278b9459f3c-1713088837222;AYT Biyoloji: ;Kurum Girilecek
4ddade9f39e3f50cf885b419eb5dba202202d9ee-1711046704186;Eski dil Konu: ;Kurum Girilecek
05d77d0ecda2fba36f0207ae358d04c379fa0e90-1670350047676;Yeni Türk dili 8, Sözcük Türleri;Kurum Girilecek
80b76a73d9fdf418aed6e143de1468fe9615c84a-1775836321680;CUMHURİYET ROMAN-1;Kurum Girilecek
d5a49c3ab0991a06073f0f2931a2fc49ad269629-1766079664846;Günümüz Türkçesine Aktarım-2;Kurum Girilecek
def8a36784a800d9ee7824eef5b6b856100faac1-1701964317914;Felsefe Konu: ;Kurum Girilecek
dfb704ca01640e7fc6de2cdfecda7b07b97c9dea-1703613010838;FECRİATİ EDEBİYATI-1;Kurum Girilecek
0b39fa7964b7e6a1c4d6189b8ce131b2a4f28d79-1696952743814;OKUMA EĞİTİMİ KAZANIMLARI- 1;Kurum Girilecek
7e9aa4aa6c437aae65fe469b86c754710db5f563-1711991380034;"GYGK Matematik; ";Kurum Girilecek
35055dac95adb3f6c0c8afe1593ea9f87912dc72-1764517613474;fransız 6;Kurum Girilecek
24616c49c1e5c14b7b168c689bf2e158cb1f981e-1696526952394;Matematik Konu: ;Kurum Girilecek
25ad94ab0acdaee21e799dc102604f5f2fc5ee71-1708617271388;AYT Din Kültürü: ;Kurum Girilecek
6debbf1ac3f8c0ba6c516f4699204a07a3c8bd65-1711131932316;edebi akımlar parnasizm;Kurum Girilecek
569227d8b1048b533bc9ba0fdd3c7e12e549314e-1721933782519;5. ders;Kurum Girilecek
403e7c4599e9a25f7617b1b86e974585ad29418a-1713800829643;4. SÖZCÜK TÜRLERİ (İSİM, ZAMİR, SIFAT, ZARF);Kurum Girilecek
28da199794743b8dcc1eaa4fd33a57e8af8c0115-1715184609329;AYT Kimya: ;Kurum Girilecek
2a3118bee8adb487c610585b9ef9cfb19b60625b-1704480058244;DİL BİLİM -EN SESSİZ SINIFIN EN ARKA SIRASINDAKİ SESSİZ ÇOCUĞUNDAN BİR ÖĞRETMEN.;Kurum Girilecek
0b39fa7964b7e6a1c4d6189b8ce131b2a4f28d79-1698170436719;METİN ÖZELLİKLERİ;Kurum Girilecek
29142914a7c4dc11d9f7bcde51db237649e080e6-1680023690490;CUMHURİYET DEVRİ HİKÂYE 42,;Kurum Girilecek
58fee96126fbde0c4f5e3c147df457ad979a56d4-1701878176048;nazım türleri ve beyit incelemeleri;Kurum Girilecek
476f66699ee6c7948551ff4e1b52185a8ddde20e-1744300609123;Tarih: ;Kurum Girilecek
c716bff743c01557eab415f5b517a7e41f28d1f8-1705244403335;Geometri konu: ;Kurum Girilecek
f07800a4ba03d9b2294395f9a81db346447ff1e8-1717535977382;Dil Bilgisi Soru Çözümü ;Kurum Girilecek
dfb704ca01640e7fc6de2cdfecda7b07b97c9dea-1710869671076;CUMHURİYET ŞİİRİ - 10;Kurum Girilecek
d39446f272688d5e772f0ac8214efd6620555449-1703353682594;halk edebiyatı türler;Kurum Girilecek
c448cf7c3d21727c59ff7520b1e6d64bb8d26da4-1740935908753;1- SES BİLGİSİ;Kurum Girilecek
6868b86843d926f149198276f4130544d099c6a1-1698680650361;KPSS Matematik Konu: ;Kurum Girilecek
8b04ea855d9d5c790faa74e3a476ed6085b6364e-1706290347547;edebi akımlar 3- annesi üzülmesi diyen intihar etmeyenler:);Kurum Girilecek
ab4467cfbfc227d13028457cf753962dfe6727ba-1705339915491;İnkılap Tarihi Konu: ;Kurum Girilecek
80b76a73d9fdf418aed6e143de1468fe9615c84a-1777047918528;CUMHURİYET ROMANI-7;Kurum Girilecek
cf8d6a52af2bb269ff334d0fd8291f3b93dc11b0-1722426439686;2024 Temmuz Eski Edebiyat Soru Çözümü;Kurum Girilecek
4e0436a083fd880fb1dedaa7c3142ffb2be6d9e3-1704210955862;YKS Tarih Konu: ;Kurum Girilecek
c2bdcd65896ccb7d920c772a7023ec30413ca386-1745164902508;ÇOCUK EDEBİYATI TARİHÇESİ-3;Kurum Girilecek
9483f9b4c8f357f74b159e62b0bb261e025c62ff-1701967643781;Türkçenin biçim bilgisi 2;Kurum Girilecek
299cbd7fac79e094a9bc3b87c31b8813983b41dd-1734457504899;SERVETİFÜNUN EDEBİYATI-6;Kurum Girilecek
3952b1ba6290cff1170a97c1b872549e03a00571-1730480012340;2. Dil bilgisi (Türk Ses Bilgisi)-II;Kurum Girilecek
dfb704ca01640e7fc6de2cdfecda7b07b97c9dea-1709052550359;CUMHURİYET ŞİİRİ-2;Kurum Girilecek
fed38138012644650f069e96f428cbfb31dd67dc-1702105150340;Biyoloji Konu: ;Kurum Girilecek
51ff007f49e5d77e56517d69fb5c853e9d09bd18-1778341675531;DİL YAPILARI VE SÖZ VARLIĞI;Kurum Girilecek
d5a49c3ab0991a06073f0f2931a2fc49ad269629-1766677971867;Aruz Bilgisi-8;Kurum Girilecek
2b34ff093a4fe562ccbd4d1dec9defa11fabe2e9-1764438477006;DİNLEME ÖĞRETİMİNİN AMAÇLARI;Kurum Girilecek
fe534ba2be486200b29eba3998f61d35ede4b765-1735148196090;sanatlar;Kurum Girilecek
24bf8f76861ff4704691b831bbc3320196104735-1703266097668;Eski Edebiyat Konu: ;Kurum Girilecek
80b76a73d9fdf418aed6e143de1468fe9615c84a-1778264562548;CUMHURİYET TİYATROSU-2 VE ÖĞRETİCİ METİNLER-1;Kurum Girilecek
51ff007f49e5d77e56517d69fb5c853e9d09bd18-1780764541734;ÖĞRENME ÇIKTILARI SORU ÇÖZÜMÜ - 6;Kurum Girilecek
